Record ID,Status,Termination Date,Hire Date,Birthdate,Marital Status,Gender,Highest Education,Termination Reason
75,Terminated,2/3/2020,2/3/2020,9/4/1985,Divorced,Female,C - HS Grad,Voluntary-Personal Reasons
76,Terminated,3/31/2020,8/8/1990,10/8/1956,Married,Female,B - Less Th HS,Retire-Normal
77,Terminated,8/16/2019,3/4/2019,9/27/1992,Single,Male,C - HS Grad,Voluntary-Return To School
78,Terminated,1/3/2020,10/31/2016,4/14/1978,Single,Male,I - Master's,Voluntary-Another Job
79,Terminated,1/6/2020,6/3/2019,1/13/1969,Married,Male,H - Some Grad,Voluntary-Dissatisfied with SW
80,Terminated,1/17/2020,4/1/2019,5/1/1972,Married,Male,I - Master's,Voluntary-Personal Reasons
81,Terminated,4/22/2019,10/27/2014,11/13/1964,Married,Male,G - Bachelor's,Voluntary-Another Job
82,Terminated,10/25/2019,5/1/2017,3/4/1974,Single,Male,G - Bachelor's,Voluntary-Another Job
83,Terminated,6/14/2019,11/20/2017,1/29/1978,Married,Female,H - Some Grad,Voluntary-Another Job
84,Terminated,1/17/2020,9/10/2018,9/13/1995,Single,Male,G - Bachelor's,Voluntary-Another Job
85,Terminated,7/8/2019,6/16/1969,2/12/1951,Single,Female,D - Some Coll.,Retire-Normal
86,Terminated,5/10/2019,8/17/2015,1/24/1991,Married,Male,G - Bachelor's,Voluntary-Another Job
87,Terminated,3/5/2020,8/18/2014,10/15/1989,Single,Male,G - Bachelor's,Voluntary-Another Job
88,Terminated,1/17/2020,6/25/2012,10/23/1979,Married,Male,G - Bachelor's,Voluntary-Another Job
89,Terminated,5/28/2019,2/26/2015,4/17/1962,Single,Male,I - Master's,Voluntary-Another Job
90,Terminated,8/23/2019,11/7/2018,2/13/1983,Single,Male,G - Bachelor's,Voluntary-Another Job
91,Terminated,3/5/2019,11/1/2002,7/11/1979,Married,Female,G - Bachelor's,Voluntary-Another Job
92,Terminated,9/6/2019,5/18/2015,6/7/1993,Married,Female,D - Some Coll.,Voluntary-Return To School
93,Terminated,1/18/2019,5/8/2017,12/27/1978,Single,Male,G - Bachelor's,Voluntary-Another Job
94,Terminated,1/24/2020,12/4/1995,10/9/1970,Single,Male,G - Bachelor's,Voluntary-Personal Reasons
95,Terminated,11/8/2019,8/31/2010,10/31/1981,Single,Male,G - Bachelor's,Voluntary-Another Job
96,Terminated,9/6/2019,5/8/2017,7/18/1988,Single,Female,I - Master's,Voluntary-Another Job
97,Terminated,3/15/2019,9/19/2011,12/30/1959,Single,Female,F - 2-Yr Coll,Voluntary-Another Job
98,Terminated,3/15/2019,11/26/2018,3/24/1973,Married,Female,G - Bachelor's,Voluntary-Another Job
99,Terminated,3/1/2019,3/21/2016,10/5/1984,Single,Male,G - Bachelor's,Voluntary-Another Job
100,Terminated,4/3/2019,2/6/2017,11/27/1976,Single,Male,G - Bachelor's,Voluntary-Another Job
101,Terminated,11/1/2019,4/18/2018,1/14/1972,Married,Male,I - Master's,Voluntary-Another Job
102,Terminated,11/13/2019,12/10/2018,5/17/1990,Married,Male,G - Bachelor's,Voluntary-Another Job
103,Terminated,2/27/2020,12/17/2007,1/7/1972,Single,Female,G - Bachelor's,Voluntary-Personal Reasons
104,Terminated,1/31/2020,6/2/2014,5/12/1993,Single,Male,G - Bachelor's,Voluntary-Another Job
105,Terminated,2/8/2019,7/20/2015,1/15/1984,Single,Female,G - Bachelor's,Voluntary-Another Job
106,Terminated,3/13/2020,5/23/2016,10/28/1993,Single,Female,D - Some Coll.,Voluntary-Another Job
107,Terminated,5/9/2019,3/31/2017,1/12/1996,Single,Female,G - Bachelor's,Voluntary-Reloc/Move
108,Terminated,8/16/2019,1/15/2018,2/13/1988,Single,Female,G - Bachelor's,Voluntary-Another Job
109,Terminated,2/19/2020,5/21/2018,9/10/1983,Married,Female,G - Bachelor's,Voluntary-Another Job
110,Terminated,10/30/2019,10/28/2019,5/16/1994,Single,Male,G - Bachelor's,Voluntary-Another Job
111,Terminated,2/8/2019,8/18/2014,4/8/1985,Married,Male,G - Bachelor's,Voluntary-Another Job
112,Terminated,12/27/2019,11/10/1984,5/28/1961,Married,Female,A - Not Indic,Retire-Normal
113,Terminated,1/18/2019,12/12/2016,11/2/1984,Married,Female,G - Bachelor's,Voluntary-Another Job
114,Terminated,4/10/2020,10/11/2010,12/31/1976,Married,Female,A - Not Indic,Voluntary-Another Job
115,Terminated,2/14/2020,7/13/2015,1/22/1984,Married,Female,G - Bachelor's,Voluntary-Another Job
116,Terminated,8/23/2019,2/27/2017,5/21/1987,Single,Male,C - HS Grad,Voluntary-Reloc/Move
117,Terminated,1/29/2020,8/20/2018,9/23/1958,Married,Male,G - Bachelor's,Retire-Early
118,Terminated,11/1/2019,8/20/2018,3/31/1990,Single,Female,H - Some Grad,Voluntary-Another Job
119,Terminated,2/1/2019,7/7/2008,5/30/1965,Single,Female,G - Bachelor's,Voluntary-Another Job
120,Terminated,1/18/2019,3/1/1998,1/7/1969,Divorced,Male,G - Bachelor's,Voluntary-Another Job
121,Terminated,7/9/2019,4/5/2011,9/15/1979,Married,Female,G - Bachelor's,Voluntary-Another Job
122,Terminated,4/26/2019,12/12/2016,6/1/1963,Single,Female,I - Master's,Voluntary-Another Job
123,Terminated,3/1/2019,8/19/1991,8/18/1959,Married,Male,G - Bachelor's,Retire-Early
124,Terminated,6/7/2019,10/30/2015,2/7/1962,Married,Male,A - Not Indic,Voluntary-Another Job
125,Terminated,5/15/2019,1/6/2014,10/10/1971,Married,Male,G - Bachelor's,Voluntary-Personal Reasons
126,Terminated,6/21/2019,8/22/2016,2/21/1987,Single,Female,G - Bachelor's,Voluntary-Reloc/Move
127,Terminated,3/20/2020,1/28/2019,3/28/1992,Single,Male,H - Some Grad,Voluntary-Another Job
128,Terminated,9/3/2019,12/1/1997,3/7/1963,Single,Male,G - Bachelor's,Retire-Normal
129,Terminated,3/4/2020,10/27/2014,7/24/1985,Single,Male,I - Master's,Voluntary-Another Job
130,Terminated,2/8/2019,9/21/2015,2/24/1983,Divorced,Female,I - Master's,Voluntary-Personal Reasons
131,Terminated,11/22/2019,1/18/2016,12/18/1983,Single,Male,I - Master's,Voluntary-Another Job
132,Terminated,1/4/2019,10/31/2016,12/24/1946,Single,Male,D - Some Coll.,Voluntary-Another Job
133,Terminated,10/4/2019,4/10/2017,1/30/1987,Single,Male,C - HS Grad,Voluntary-Another Job
134,Terminated,3/15/2019,7/24/2017,1/24/1974,Divorced,Male,F - 2-Yr Coll,Voluntary-Another Job
135,Terminated,4/9/2020,8/11/2008,7/19/1968,Married,Female,I - Master's,Voluntary-No Reason Given
136,Terminated,4/18/2019,11/15/1999,2/16/1959,Married,Female,C - HS Grad,Retire-Normal
137,Terminated,10/17/2019,7/29/2013,7/12/1969,Single,Male,G - Bachelor's,Voluntary-Another Job
138,Terminated,6/6/2019,1/21/2019,8/17/1978,Married,Male,G - Bachelor's,Voluntary-Another Job
139,Terminated,12/13/2019,3/17/2014,4/5/1971,Married,Male,G - Bachelor's,Voluntary-Another Job
140,Terminated,8/16/2019,1/16/2017,10/13/1989,Single,Male,G - Bachelor's,Voluntary-Another Job
141,Terminated,9/12/2019,11/19/2007,11/24/1956,Married,Female,G - Bachelor's,Retire-Normal
142,Terminated,8/9/2019,5/12/2008,8/17/1963,Single,Female,A - Not Indic,Voluntary-Personal Reasons
143,Terminated,4/5/2019,2/14/2000,6/3/1961,Married,Female,A - Not Indic,Voluntary-Reloc/Move
144,Terminated,3/30/2019,10/21/2013,1/12/1956,Married,Female,H - Some Grad,Voluntary-Health
145,Terminated,2/22/2019,7/11/2018,5/24/1983,Married,Male,G - Bachelor's,Voluntary-Another Job
146,Terminated,1/15/2020,7/8/2019,1/23/1990,Married,Male,G - Bachelor's,Voluntary-Another Job
147,Terminated,4/5/2019,7/31/2018,12/20/1976,Married,Male,G - Bachelor's,Voluntary-Another Job
148,Terminated,3/29/2019,6/2/2014,5/4/1987,Single,Male,F - 2-Yr Coll,Voluntary-Another Job
149,Terminated,1/29/2019,6/5/2017,8/30/1960,Married,Female,D - Some Coll.,Voluntary-Health
150,Terminated,1/10/2020,7/14/2008,7/14/1977,Married,Female,A - Not Indic,Voluntary-No Reason Given
151,Terminated,9/6/2019,6/28/2004,8/16/1969,Married,Male,G - Bachelor's,Voluntary-No Reason Given
152,Terminated,2/29/2020,4/12/1999,12/10/1954,Married,Female,G - Bachelor's,Retire-Normal
153,Terminated,3/27/2020,11/8/1999,6/4/1954,Married,Male,A - Not Indic,Retire-Normal
154,Terminated,12/13/2019,7/8/2013,4/28/1963,Single,Male,C - HS Grad,Voluntary-Dissatisfied with SW
155,Terminated,10/11/2019,8/5/2013,12/17/1970,Single,Male,H - Some Grad,Voluntary-Health
156,Terminated,8/23/2019,2/18/2019,12/22/1972,Divorced,Female,G - Bachelor's,Voluntary-Dissatisfied with SW
157,Terminated,7/31/2019,4/20/1998,6/30/1954,Married,Female,C - HS Grad,Retire-Normal
158,Terminated,7/26/2019,6/12/2000,1/30/1951,Married,Male,A - Not Indic,Retire-Normal
159,Terminated,2/28/2020,12/17/2018,4/19/1963,Divorced,Female,D - Some Coll.,Voluntary-Another Job
160,Terminated,1/3/2020,10/23/2006,6/19/1962,Single,Male,A - Not Indic,Voluntary-No Reason Given
161,Terminated,7/26/2019,1/12/2015,7/12/1960,Single,Male,G - Bachelor's,Voluntary-Dissatisfied with SW
162,Terminated,3/29/2019,8/27/2018,7/18/1972,Married,Male,C - HS Grad,Voluntary-Another Job
163,Terminated,5/31/2019,1/10/2011,7/29/1988,Married,Female,A - Not Indic,Voluntary-Illness in Family
164,Terminated,2/15/2019,11/27/2017,6/7/1985,Married,Female,G - Bachelor's,Voluntary-Reloc/Move
165,Terminated,4/24/2020,8/5/2019,12/25/1994,Divorced,Female,C - HS Grad,Voluntary-Personal Reasons
166,Terminated,2/7/2019,3/15/2010,4/17/1964,Single,Male,A - Not Indic,Voluntary-Another Job
167,Terminated,1/3/2019,11/9/1999,8/5/1956,Married,Female,D - Some Coll.,Voluntary-Personal Reasons
168,Terminated,6/21/2019,11/17/2013,7/28/1962,Married,Male,D - Some Coll.,Voluntary-Another Job
169,Terminated,8/6/2019,3/15/2018,1/4/1960,Single,Male,A - Not Indic,Voluntary-Another Job
170,Terminated,4/23/2019,3/19/2018,12/25/1959,Married,Male,A - Not Indic,Voluntary-Another Job
171,Terminated,1/14/2020,6/18/2019,11/22/1974,Single,Female,A - Not Indic,Voluntary-Dissatisfied w/Hrs
172,Terminated,2/5/2019,8/25/2003,8/11/1952,Married,Female,A - Not Indic,Voluntary-Health
173,Terminated,12/27/2019,4/24/2009,1/12/1948,Single,Female,A - Not Indic,Retire-Normal
174,Terminated,8/23/2019,2/15/2011,7/12/1975,Single,Female,A - Not Indic,Voluntary-Another Job
175,Terminated,12/13/2019,2/17/2004,12/17/1954,Single,Female,A - Not Indic,Retire-Normal
176,Terminated,12/13/2019,11/10/2007,12/4/1957,Single,Female,A - Not Indic,Retire-Normal
177,Terminated,7/26/2019,9/2/2003,8/1/1949,Single,Female,A - Not Indic,Retire-Normal
178,Terminated,4/9/2019,10/23/2017,7/28/1960,Single,Female,A - Not Indic,Voluntary-No Call/No Show
179,Terminated,2/5/2019,1/17/2018,10/3/1977,Married,Female,A - Not Indic,Voluntary-No Call/No Show
180,Terminated,12/20/2019,5/22/2018,7/21/1979,Married,Female,A - Not Indic,Voluntary-No Call/No Show
181,Terminated,12/20/2019,8/17/2018,12/18/1975,Single,Female,A - Not Indic,Voluntary-No Call/No Show
182,Terminated,2/14/2020,10/5/2018,10/12/1963,Married,Female,A - Not Indic,Voluntary-No Call/No Show
183,Terminated,4/30/2019,10/5/2017,4/7/1960,Married,Female,A - Not Indic,Voluntary-Another Job
184,Terminated,4/20/2020,8/22/2005,12/5/1952,Single,Female,A - Not Indic,Voluntary-Dissatisfied with SW
185,Terminated,7/19/2019,2/18/2013,3/17/1967,Not Indicated,Female,A - Not Indic,Voluntary-Health
186,Terminated,8/26/2019,6/7/2013,5/19/1964,Not Indicated,Female,A - Not Indic,Voluntary-No Call/No Show
187,Terminated,6/12/2019,6/28/2013,1/5/1966,Not Indicated,Female,A - Not Indic,Voluntary-No Reason Given
188,Terminated,2/13/2019,7/15/2013,9/1/1956,Not Indicated,Male,A - Not Indic,Voluntary-Personal Reasons
189,Terminated,11/1/2019,8/1/2013,2/3/1959,Not Indicated,Male,A - Not Indic,Voluntary-No Call/No Show
190,Terminated,9/25/2019,3/18/2014,10/15/1971,Married,Female,A - Not Indic,Voluntary-Dissatisfied with SW
191,Terminated,3/11/2020,5/1/2014,7/7/1973,Married,Female,A - Not Indic,Voluntary-Dissatisfied with SW
192,Terminated,8/20/2019,7/14/2015,10/14/1972,Single,Female,A - Not Indic,Voluntary-Another Job
193,Terminated,10/11/2019,3/23/2016,5/27/1967,Married,Female,A - Not Indic,Voluntary-Illness in Family
194,Terminated,2/14/2019,11/14/2016,4/27/1978,Single,Female,A - Not Indic,Voluntary-Reloc/Move
195,Terminated,3/8/2019,10/9/2017,2/25/1965,Single,Female,A - Not Indic,Voluntary-No Reason Given
196,Terminated,11/1/2019,2/26/2019,6/17/1967,Single,Female,A - Not Indic,Voluntary-Another Job
197,Terminated,12/27/2019,4/3/2019,10/11/1968,Single,Female,A - Not Indic,Voluntary-Health
198,Terminated,4/26/2019,8/10/2003,12/11/1931,Single,Female,A - Not Indic,Retire-Normal
199,Terminated,8/30/2019,11/7/2016,3/9/1954,Married,Male,A - Not Indic,Retire-Normal
200,Terminated,11/29/2019,9/8/2016,3/29/1953,Single,Male,A - Not Indic,Retire-Normal
201,Terminated,3/19/2019,5/4/2017,6/22/1966,Single,Male,A - Not Indic,Voluntary-No Call/No Show
202,Terminated,1/16/2020,3/19/2019,10/29/1995,Single,Male,A - Not Indic,Voluntary-Another Job
203,Terminated,5/31/2019,3/29/2017,6/13/1995,Single,Male,A - Not Indic,Voluntary-Another Job
204,Terminated,3/22/2019,10/23/2017,10/3/1968,Married,Male,A - Not Indic,Voluntary-Another Job
205,Terminated,10/11/2019,7/11/2018,3/9/1975,Single,Female,A - Not Indic,Voluntary-Another Job
206,Terminated,7/31/2019,10/1/2018,12/21/1984,Not Indicated,Male,A - Not Indic,Voluntary-No Reason Given
207,Terminated,9/23/2019,9/18/2019,2/22/1982,Not Indicated,Male,A - Not Indic,Voluntary-No Reason Given
208,Terminated,1/2/2020,4/24/2017,3/11/1979,Single,Female,G - Bachelor's,Voluntary-Another Job
209,Terminated,2/28/2020,9/16/2019,9/11/1993,Married,Male,G - Bachelor's,Voluntary-Another Job
210,Terminated,5/3/2019,4/3/2015,10/11/1972,Single,Female,A - Not Indic,Voluntary-Dissatisfied with SW
211,Terminated,10/30/2019,7/20/2017,1/7/1986,Married,Male,A - Not Indic,Voluntary-Dissatisfied with SW
212,Terminated,2/4/2019,4/2/2007,8/6/1976,Divorced,Female,A - Not Indic,Voluntary-Personal Reasons
213,Terminated,1/23/2020,11/7/2003,1/23/1953,Single,Female,A - Not Indic,Retire-Normal
214,Terminated,9/5/2019,7/25/2011,4/25/1992,Single,Male,C - HS Grad,Voluntary-No Call/No Show
215,Terminated,2/19/2020,6/15/2015,5/10/1978,Single,Female,A - Not Indic,Voluntary-No Call/No Show
216,Terminated,1/8/2019,8/22/2017,7/12/1989,Single,Male,A - Not Indic,Voluntary-Dissatisfied with SW
217,Terminated,2/17/2019,1/22/2018,3/11/1973,Married,Female,A - Not Indic,Voluntary-Dissatisfied with SW
218,Terminated,7/17/2019,3/5/2018,5/14/1999,Single,Male,A - Not Indic,Voluntary-No Call/No Show
219,Terminated,8/13/2019,6/21/2018,10/20/1998,Single,Female,A - Not Indic,Voluntary-No Reason Given
220,Terminated,3/20/2020,10/3/2011,7/8/1993,Single,Male,A - Not Indic,Voluntary-Another Job
221,Terminated,8/3/2019,5/9/2011,5/3/1962,Single,Male,A - Not Indic,Voluntary-Another Job
222,Terminated,7/19/2019,6/16/2004,1/22/1977,Single,Female,A - Not Indic,Voluntary-Personal Reasons
223,Terminated,2/27/2020,2/7/2005,9/16/1956,Single,Female,A - Not Indic,Voluntary-Health
224,Terminated,6/19/2019,11/7/2011,2/14/1957,Single,Male,A - Not Indic,Voluntary-Health
225,Terminated,5/1/2019,8/18/2014,11/23/1972,Married,Female,A - Not Indic,Voluntary-Another Job
226,Terminated,2/13/2019,5/18/2015,8/26/1994,Single,Female,A - Not Indic,Voluntary-Another Job
227,Terminated,9/12/2019,7/20/2016,5/14/1988,Single,Male,A - Not Indic,Voluntary-Dissatisfied with SW
228,Terminated,6/12/2019,8/3/2017,4/15/1993,Single,Male,A - Not Indic,Voluntary-Dissatisfied with SW
229,Terminated,10/25/2019,9/11/2017,8/31/1988,Single,Male,A - Not Indic,Voluntary-Reloc/Move
230,Terminated,10/25/2019,9/11/2017,4/12/1989,Single,Male,A - Not Indic,Voluntary-Reloc/Move
231,Terminated,9/3/2019,4/9/2018,11/10/1964,Married,Male,A - Not Indic,Voluntary-Personal Reasons
232,Terminated,10/24/2019,5/24/2018,2/6/1997,Single,Male,A - Not Indic,Voluntary-Reloc/Move
233,Terminated,12/10/2019,6/5/2018,6/29/1988,Married,Female,A - Not Indic,Voluntary-No Call/No Show
234,Terminated,11/19/2019,8/23/2018,5/10/1994,Single,Female,A - Not Indic,Voluntary-No Call/No Show
235,Terminated,5/6/2019,9/20/2018,4/5/1998,Single,Female,A - Not Indic,Voluntary-No Call/No Show
236,Terminated,8/3/2019,12/12/2018,11/13/1965,Married,Male,A - Not Indic,Voluntary-Dissatisfied with SW
237,Terminated,7/2/2019,9/15/2014,5/17/1991,Divorced,Female,A - Not Indic,Voluntary-Dissatisfied with SW
238,Terminated,1/31/2020,4/15/2015,1/26/1996,Single,Female,A - Not Indic,Voluntary-Another Job
239,Terminated,3/22/2019,8/9/2016,8/25/1994,Not Indicated,Female,A - Not Indic,Voluntary-No Child Care
240,Terminated,9/13/2019,5/8/2017,11/27/1971,Single,Female,A - Not Indic,Voluntary-Dissatisfied with SW
241,Terminated,8/22/2019,6/19/2017,3/15/1975,Married,Female,A - Not Indic,Voluntary-Reloc/Move
242,Terminated,12/9/2019,8/2/2017,2/3/1996,Married,Female,A - Not Indic,Voluntary-Reloc/Move
243,Terminated,4/2/2019,11/20/2017,7/20/1966,Married,Male,A - Not Indic,Voluntary-Dissatisfied with SW
244,Terminated,5/24/2019,2/20/2018,7/9/1989,Married,Female,A - Not Indic,Voluntary-Personal Reasons
245,Terminated,1/18/2019,3/7/2018,3/20/1997,Single,Male,A - Not Indic,Voluntary-Personal Reasons
246,Terminated,8/2/2019,4/5/2018,1/13/1969,Married,Male,A - Not Indic,Voluntary-Personal Reasons
247,Terminated,2/12/2020,7/3/2018,3/31/1990,Divorced,Female,A - Not Indic,Voluntary-Reloc/Move
248,Terminated,4/2/2019,7/17/2018,8/23/1969,Married,Female,A - Not Indic,Voluntary-Dissatisfied with SW
249,Terminated,12/23/2019,7/20/2018,11/30/1999,Single,Male,A - Not Indic,Voluntary-No Reason Given
250,Terminated,2/8/2019,8/6/2018,4/26/1994,Single,Male,A - Not Indic,Voluntary-Dissatisfied with SW
251,Terminated,5/7/2019,9/4/2018,5/6/1984,Single,Female,A - Not Indic,Voluntary-Reloc/Move
252,Terminated,1/30/2020,12/12/2018,11/26/1978,Married,Female,A - Not Indic,Voluntary-Reloc/Move
253,Terminated,12/6/2019,10/14/1997,3/10/1954,Single,Female,A - Not Indic,Voluntary-Another Job
254,Terminated,5/10/2019,10/7/2014,8/18/1977,Married,Female,A - Not Indic,Voluntary-Illness in Family
255,Terminated,8/14/2019,10/27/2014,6/4/1977,Married,Female,A - Not Indic,Voluntary-Dissatisfied with SW
256,Terminated,3/8/2019,6/21/2015,7/8/1968,Single,Male,A - Not Indic,Voluntary-Dissatisfied with SW
